DATE,PRCP,TMAX,TMIN,RAIN
02-08-88,0,83,51,0
03-08-88,0,90,57,0
04-08-88,0,89,59,0
05-08-88,0,71,54,0
06-08-88,0,69,54,0
07-08-88,0,75,53,0
08-08-88,0,80,55,0
09-08-88,0,75,56,0
10-08-88,0,78,58,0
11-08-88,0,74,51,0
12-08-88,0,73,55,0
13-08-88,0,71,56,0
14-08-88,0,71,52,0
15-08-88,0.09,64,54,1
16-08-88,0.14,66,57,1
17-08-88,0,72,53,0
18-08-88,0,73,55,0
19-08-88,0,74,53,0
20-08-88,0,68,50,0
21-08-88,0,77,51,0
22-08-88,0,83,55,0
23-08-88,0,91,61,0
24-08-88,0,78,54,0
25-08-88,0,75,53,0
26-08-88,0,78,53,0
27-08-88,0,83,55,0
28-08-88,0,89,57,0
29-08-88,0.05,70,57,1
30-08-88,0,73,55,0
31-08-88,0,77,50,0
01-09-88,0,85,55,0
02-09-88,0,98,59,0
03-09-88,0,92,56,0
04-09-88,0,79,53,0
05-09-88,0,60,55,0
06-09-88,0,70,54,0
07-09-88,0,73,54,0
08-09-88,0,76,50,0
09-09-88,0.06,70,48,1
10-09-88,0,69,45,0
11-09-88,0,74,45,0
12-09-88,0,80,50,0
13-09-88,0,84,55,0
14-09-88,0,82,51,0
15-09-88,0,61,50,0
16-09-88,0.02,66,49,1
17-09-88,0.03,66,45,1
18-09-88,0.31,59,43,1
19-09-88,0.02,65,50,1
20-09-88,0,68,50,0
21-09-88,0,67,46,0
22-09-88,0,61,44,0
23-09-88,0.01,63,48,1
24-09-88,0.66,53,43,1
25-09-88,0.34,59,50,1
26-09-88,0.28,62,53,1
27-09-88,0.02,64,51,1
28-09-88,0,71,50,0
29-09-88,0,77,47,0
30-09-88,0,74,54,0
01-10-88,0,78,54,0
02-10-88,0,71,52,0
03-10-88,0,59,51,0
04-10-88,0,68,54,0
05-10-88,0.04,63,51,1
06-10-88,0,63,55,0
07-10-88,0,58,53,0
08-10-88,0,58,53,0
09-10-88,0,66,53,0
10-10-88,0,74,47,0
11-10-88,0,61,52,0
12-10-88,0,61,54,0
13-10-88,0.34,61,54,1
14-10-88,0.4,59,55,1
15-10-88,0.17,61,57,1
16-10-88,0.68,58,50,1
17-10-88,0,58,44,0
18-10-88,0.17,53,47,1
19-10-88,0,66,52,0
20-10-88,0,65,52,0
21-10-88,0.02,59,52,1
22-10-88,0,59,43,0
23-10-88,0,60,42,0
24-10-88,0,62,46,0
25-10-88,0,56,47,0
26-10-88,0,56,41,0
27-10-88,0,54,36,0
28-10-88,0,57,36,0
29-10-88,0,61,45,0
30-10-88,0.42,58,49,1
31-10-88,0,66,49,0
01-11-88,0.03,59,48,1
02-11-88,0.89,56,48,1
03-11-88,0.8,54,45,1
04-11-88,0.39,55,45,1
05-11-88,1.01,61,49,1
06-11-88,0,52,41,0
07-11-88,0.02,52,40,1
08-11-88,0.35,53,40,1
09-11-88,0.23,54,38,1
10-11-88,0.47,50,42,1
11-11-88,0.21,53,39,1
12-11-88,0.07,50,40,1
13-11-88,0,54,37,0
14-11-88,0,50,36,0
15-11-88,0.19,48,43,1
16-11-88,1.08,47,44,1
17-11-88,0.28,44,38,1
18-11-88,0,48,35,0
19-11-88,0.39,47,43,1
20-11-88,0.05,52,45,1
21-11-88,0.4,49,44,1
22-11-88,0.79,52,42,1
23-11-88,0.15,47,38,1
24-11-88,0.42,42,35,1
25-11-88,0,45,37,0
26-11-88,0,46,34,0
27-11-88,0.21,49,39,1
28-11-88,0,45,39,0
29-11-88,0,49,39,0
30-11-88,0,46,30,0
01-12-88,0,51,35,0
02-12-88,0.07,49,39,1
03-12-88,0,51,37,0
04-12-88,0,54,33,0
05-12-88,0.08,53,42,1
06-12-88,0.49,53,48,1
07-12-88,0,53,45,0
08-12-88,0,48,44,0
09-12-88,0,51,46,0
10-12-88,0,51,41,0
11-12-88,0.06,50,44,1
12-12-88,0.16,56,49,1
13-12-88,0,49,36,0
14-12-88,0,43,34,0
15-12-88,0,43,30,0
16-12-88,0,48,32,0
17-12-88,0,39,28,0
18-12-88,0.44,44,32,1
19-12-88,0.05,43,39,1
20-12-88,0.26,43,37,1
21-12-88,0.06,46,36,1
22-12-88,0.34,42,37,1
23-12-88,0.11,42,37,1
24-12-88,0.06,41,36,1
25-12-88,0,43,31,0
26-12-88,0,38,29,0
27-12-88,0,43,31,0
28-12-88,0.02,38,27,1
29-12-88,0.85,50,37,1
30-12-88,0.39,50,39,1
31-12-88,0.04,43,38,1
01-01-89,0.04,44,39,1
02-01-89,0.12,47,40,1
03-01-89,0.13,53,45,1
04-01-89,0.04,45,38,1
05-01-89,0.49,40,33,1
06-01-89,0.08,40,31,1
07-01-89,0,37,28,0
08-01-89,0.23,47,31,1
09-01-89,0.15,47,39,1
10-01-89,0,45,35,0
11-01-89,0,46,34,0
12-01-89,0.12,46,42,1
13-01-89,0.28,43,34,1
14-01-89,0.04,39,34,1
15-01-89,0.13,46,39,1
16-01-89,0.22,48,45,1
17-01-89,0.06,49,42,1
18-01-89,0.16,50,37,1
19-01-89,0,49,33,0
20-01-89,0.05,46,33,1
21-01-89,0.02,46,36,1
22-01-89,0.24,40,30,1
23-01-89,0,39,25,0
24-01-89,0,37,32,0
25-01-89,0,49,36,0
26-01-89,0.06,50,30,1
27-01-89,0,48,39,0
28-01-89,0,46,35,0
29-01-89,0,52,42,0
30-01-89,0.12,52,39,1
31-01-89,0,39,32,0
01-02-89,0.52,32,15,1
02-02-89,0.01,18,11,1
03-02-89,0,20,10,0
04-02-89,0,31,7,0
05-02-89,0,34,14,0
06-02-89,0,40,18,0
07-02-89,0,43,20,0
08-02-89,0,48,30,0
09-02-89,0,51,26,0
10-02-89,0,49,28,0
11-02-89,0,49,32,0
12-02-89,0,43,32,0
13-02-89,0,41,30,0
14-02-89,0,44,25,0
15-02-89,0,47,26,0
16-02-89,0.81,41,35,1
17-02-89,0.45,43,37,1
18-02-89,0.24,50,37,1
19-02-89,0.18,48,39,1
20-02-89,0.07,52,40,1
21-02-89,0.21,51,38,1
22-02-89,0.34,51,42,1
23-02-89,0.08,51,36,1
24-02-89,0.18,51,30,1
25-02-89,0.27,48,36,1
26-02-89,0,44,32,0
27-02-89,0.05,41,36,1
28-02-89,0.02,49,37,1
01-03-89,0.64,37,29,1
02-03-89,0.14,33,22,1
03-03-89,0,38,20,0
04-03-89,0,42,29,0
05-03-89,0.5,49,37,1
06-03-89,0.18,50,34,1
07-03-89,0.05,50,34,1
08-03-89,0.01,58,37,1
09-03-89,0.35,57,41,1
10-03-89,0.34,57,46,1
11-03-89,0.29,59,45,1
12-03-89,0.67,53,39,1
13-03-89,0.24,50,38,1
14-03-89,0.04,48,39,1
15-03-89,0.02,49,35,1
16-03-89,0.19,47,39,1
17-03-89,0.07,51,38,1
18-03-89,0.29,51,41,1
19-03-89,0.03,53,39,1
20-03-89,0.14,62,32,1
21-03-89,0.15,49,41,1
22-03-89,0,51,37,0
23-03-89,0,55,36,0
24-03-89,0.34,53,38,1
25-03-89,0.3,49,44,1
26-03-89,0.15,51,42,1
27-03-89,0.24,51,41,1
28-03-89,0.13,51,40,1
29-03-89,0.01,53,39,1
30-03-89,0.14,51,38,1
31-03-89,0.14,51,40,1
01-04-89,0.24,50,39,1
02-04-89,0.21,47,36,1
03-04-89,0.27,52,39,1
04-04-89,0.54,50,42,1
05-04-89,0.68,53,48,1
06-04-89,0.04,58,46,1
07-04-89,0,58,46,0
08-04-89,0,61,37,0
09-04-89,0,69,43,0
10-04-89,0,72,48,0
11-04-89,0,67,42,0
12-04-89,0,67,43,0
13-04-89,0,72,44,0
14-04-89,0,71,48,0
15-04-89,0,60,40,0
16-04-89,0,56,39,0
17-04-89,0,66,40,0
18-04-89,0,67,44,0
19-04-89,0.17,67,52,1
20-04-89,0.26,63,45,1
21-04-89,0,60,43,0
22-04-89,0.38,60,42,1
23-04-89,0,62,41,0
24-04-89,0,66,42,0
25-04-89,0.01,65,47,1
26-04-89,0,61,48,0
27-04-89,0,63,44,0
28-04-89,0,70,47,0
29-04-89,0,77,50,0
30-04-89,0,81,49,0
01-05-89,0,61,51,0
02-05-89,0,65,48,0
03-05-89,0,72,45,0
04-05-89,0,76,50,0
05-05-89,0,79,54,0
06-05-89,0,76,54,0
07-05-89,0,73,54,0
08-05-89,0,68,47,0
09-05-89,0.11,59,48,1
10-05-89,0.01,60,43,1
11-05-89,0.19,61,39,1
12-05-89,0,64,45,0
13-05-89,0,69,41,0
14-05-89,0,74,47,0
15-05-89,0,76,49,0
16-05-89,0,66,51,0
17-05-89,0.72,53,42,1
18-05-89,0.05,58,42,1
19-05-89,0,61,45,0
20-05-89,0,65,46,0
21-05-89,0,62,42,0
22-05-89,0.04,62,48,1
23-05-89,0.46,60,44,1
24-05-89,0,62,45,0
25-05-89,0,62,45,0
26-05-89,0.36,58,48,1
27-05-89,0.42,59,46,1
28-05-89,0.38,53,46,1
29-05-89,0.04,63,49,1
30-05-89,0,65,50,0
31-05-89,0,73,51,0
01-06-89,0,79,52,0
02-06-89,0,79,54,0
03-06-89,0,83,60,0
04-06-89,0,88,59,0
05-06-89,0,84,53,0
06-06-89,0,70,53,0
07-06-89,0,75,48,0
08-06-89,0,68,51,0
09-06-89,0,63,50,0
10-06-89,0,73,48,0
11-06-89,0,84,51,0
12-06-89,0,73,51,0
13-06-89,0.16,73,56,1
14-06-89,0.11,67,57,1
15-06-89,0,66,52,0
16-06-89,0,68,51,0
17-06-89,0,67,49,0
18-06-89,0,68,52,0
19-06-89,0.33,64,50,1
20-06-89,0,68,49,0
21-06-89,0,69,49,0
22-06-89,0,73,57,0
23-06-89,0,84,58,0
24-06-89,0,90,59,0
25-06-89,0,82,57,0
26-06-89,0,70,54,0
27-06-89,0,68,52,0
28-06-89,0.13,66,53,1
29-06-89,0.12,64,56,1
30-06-89,0.29,69,55,1
01-07-89,0.08,63,53,1
02-07-89,0.01,66,55,1
03-07-89,0.03,69,52,1
04-07-89,0,71,49,0
05-07-89,0,74,51,0
06-07-89,0,78,55,0
07-07-89,0,75,52,0
08-07-89,0,67,57,0
09-07-89,0,73,55,0
10-07-89,0,69,57,0
11-07-89,0,80,54,0
12-07-89,0,84,58,0
13-07-89,0,73,56,0
14-07-89,0,76,57,0
15-07-89,0,71,55,0
16-07-89,0.41,66,56,1
17-07-89,0,76,58,0
18-07-89,0,81,60,0
19-07-89,0,77,60,0
20-07-89,0,71,54,0
21-07-89,0,75,54,0
22-07-89,0,78,55,0
23-07-89,0,78,52,0
24-07-89,0,77,53,0
25-07-89,0,84,55,0
26-07-89,0,74,54,0
27-07-89,0,71,58,0
28-07-89,0,76,54,0
29-07-89,0,76,53,0
30-07-89,0.11,74,58,1
31-07-89,0,68,56,0
01-08-89,0,72,52,0
02-08-89,0,71,51,0
03-08-89,0,74,58,0
04-08-89,0,79,56,0
05-08-89,0,82,55,0
06-08-89,0,85,60,0
07-08-89,0,84,61,0
08-08-89,0,82,56,0
09-08-89,0,73,55,0
10-08-89,0,74,53,0
11-08-89,0,76,51,0
12-08-89,0,77,55,0
13-08-89,0,77,57,0
14-08-89,0.15,73,56,1
15-08-89,0,73,55,0
16-08-89,0,67,56,0
17-08-89,0,77,54,0
18-08-89,0,82,56,0
19-08-89,0,69,58,0
20-08-89,0.04,74,60,1
21-08-89,0.7,74,59,1
22-08-89,0,72,53,0
23-08-89,0,71,57,0
24-08-89,0,69,52,0
25-08-89,0,75,54,0
26-08-89,0,79,55,0
27-08-89,0,76,55,0
28-08-89,0,72,56,0
29-08-89,0,77,56,0
30-08-89,0,69,55,0
31-08-89,0,69,54,0
01-09-89,0.02,67,54,1
02-09-89,0,71,56,0
03-09-89,0,74,50,0
04-09-89,0,76,51,0
05-09-89,0,72,51,0
06-09-89,0,77,55,0
07-09-89,0,80,53,0
08-09-89,0,83,56,0
09-09-89,0,83,62,0
10-09-89,0,80,52,0
11-09-89,0,82,54,0
12-09-89,0,83,53,0
13-09-89,0,85,53,0
14-09-89,0,84,54,0
15-09-89,0,76,51,0
16-09-89,0.02,63,50,1
17-09-89,0.22,66,52,1
18-09-89,0,70,48,0
19-09-89,0,69,46,0
20-09-89,0,75,50,0
21-09-89,0,80,53,0
22-09-89,0,91,53,0
23-09-89,0,82,54,0
24-09-89,0,82,54,0
25-09-89,0.08,61,52,1
26-09-89,0.02,64,56,1
27-09-89,0,69,55,0
28-09-89,0,74,54,0
29-09-89,0.01,70,52,1
30-09-89,0.17,64,55,1
01-10-89,0,66,54,0
02-10-89,0,68,48,0
03-10-89,0,68,44,0
04-10-89,0.02,59,44,1
05-10-89,0,66,52,0
06-10-89,0,62,49,0
07-10-89,0,59,48,0
08-10-89,0,68,49,0
09-10-89,0,71,47,0
10-10-89,0.18,59,50,1
11-10-89,0.04,60,51,1
12-10-89,0.19,59,51,1
13-10-89,0.18,62,51,1
14-10-89,0,59,44,0
15-10-89,0,58,38,0
16-10-89,0,62,37,0
17-10-89,0,74,46,0
18-10-89,0.14,60,50,1
19-10-89,0,61,43,0
20-10-89,0.38,62,48,1
21-10-89,0.12,58,48,1
22-10-89,0.42,60,49,1
23-10-89,0.57,60,48,1
24-10-89,0.01,59,46,1
25-10-89,0.17,57,48,1
26-10-89,0.5,51,42,1
27-10-89,0,53,43,0
28-10-89,0.06,54,41,1
29-10-89,0,50,37,0
30-10-89,0,48,35,0
31-10-89,0,54,42,0
01-11-89,0,57,37,0
02-11-89,0,49,35,0
03-11-89,0.21,56,47,1
04-11-89,0.47,57,49,1
05-11-89,0,55,47,0
06-11-89,0.06,52,46,1
07-11-89,0,53,41,0
08-11-89,0.09,56,49,1
09-11-89,0.19,60,55,1
10-11-89,0.86,56,49,1
11-11-89,1.28,49,43,1
12-11-89,0.49,48,40,1
13-11-89,0.26,48,41,1
14-11-89,0,49,40,0
15-11-89,0,50,38,0
16-11-89,0.48,49,44,1
17-11-89,0,49,44,0
18-11-89,0,54,43,0
19-11-89,0.17,52,46,1
20-11-89,0.07,54,47,1
21-11-89,0.06,52,40,1
22-11-89,0,48,39,0
23-11-89,0.63,52,40,1
24-11-89,0.37,46,39,1
25-11-89,0.39,48,39,1
26-11-89,0.05,50,37,1
27-11-89,0,53,37,0
28-11-89,0,50,34,0
29-11-89,0,51,40,0
30-11-89,0,51,36,0
01-12-89,0,54,37,0
02-12-89,1.09,50,44,1
03-12-89,0.97,56,47,1
04-12-89,1.41,57,50,1
05-12-89,0.08,55,48,1
06-12-89,0,51,47,0
07-12-89,0.51,50,43,1
08-12-89,0.04,51,44,1
09-12-89,0,50,39,0
10-12-89,0,46,34,0
11-12-89,0,43,30,0
12-12-89,0,44,29,0
13-12-89,0,45,33,0
14-12-89,0,43,31,0
15-12-89,0,42,32,0
16-12-89,0,41,33,0
17-12-89,0,40,33,0
18-12-89,0,40,34,0
19-12-89,0.01,46,38,1
20-12-89,0,49,44,0
21-12-89,0,51,40,0
22-12-89,0,46,37,0
23-12-89,0.01,53,43,1
24-12-89,0,50,43,0
25-12-89,0,43,40,0
26-12-89,0,40,33,0
27-12-89,0.29,42,30,1
28-12-89,0.04,45,39,1
29-12-89,0,46,38,0
30-12-89,0,47,42,0
31-12-89,0.34,49,38,1
01-01-90,0.02,46,33,1
02-01-90,0,44,33,0
03-01-90,0.15,45,40,1
04-01-90,0.25,50,44,1
05-01-90,0.85,54,45,1
06-01-90,0.92,53,43,1
07-01-90,0.56,53,43,1
08-01-90,0.4,48,43,1
09-01-90,2.83,53,42,1
10-01-90,0,44,36,0
11-01-90,0.01,49,36,1
12-01-90,0,50,39,0
13-01-90,0.07,51,43,1
14-01-90,0.05,48,44,1
15-01-90,0.05,47,41,1
16-01-90,0,47,40,0
17-01-90,0,48,35,0
18-01-90,0,47,26,0
19-01-90,0,48,28,0
20-01-90,0,49,32,0
21-01-90,0.12,46,40,1
22-01-90,0.45,46,40,1
23-01-90,0,48,37,0
24-01-90,0,47,37,0
25-01-90,0.38,46,37,1
26-01-90,0.02,40,32,1
27-01-90,0.26,48,38,1
28-01-90,0.7,45,40,1
29-01-90,0.36,42,38,1
30-01-90,0.26,42,33,1
31-01-90,0.7,41,32,1
01-02-90,0.08,45,37,1
02-02-90,0.15,49,40,1
03-02-90,0.48,51,37,1
04-02-90,0.06,44,34,1
05-02-90,0.24,43,35,1
06-02-90,0.11,40,33,1
07-02-90,0.23,39,32,1
08-02-90,0.13,43,35,1
09-02-90,0.06,49,43,1
10-02-90,0.23,51,48,1
11-02-90,0.13,50,32,1
12-02-90,0,38,29,0
13-02-90,0,36,25,0
14-02-90,0.02,34,22,1
15-02-90,0.25,37,33,1
16-02-90,0.34,38,30,1
17-02-90,0.53,32,23,1
18-02-90,0,38,20,0
19-02-90,0.09,43,22,1
20-02-90,0.56,46,34,1
21-02-90,0,47,41,0
22-02-90,0,51,38,0
23-02-90,0.01,52,33,1
24-02-90,0.02,53,45,1
25-02-90,0,52,39,0
26-02-90,0,54,37,0
27-02-90,0,65,37,0
28-02-90,0,65,37,0
01-03-90,0,62,32,0
02-03-90,0,64,35,0
03-03-90,0.04,53,44,1
04-03-90,0.01,57,43,1
05-03-90,0.01,55,45,1
06-03-90,0.19,48,43,1
07-03-90,0.39,48,37,1
08-03-90,0.28,40,34,1
09-03-90,0.45,47,38,1
10-03-90,0.02,48,34,1
11-03-90,0,49,32,0
12-03-90,0,50,33,0
13-03-90,0.32,52,32,1
14-03-90,0.14,53,39,1
15-03-90,0,59,36,0
16-03-90,0,60,41,0
17-03-90,0.37,57,48,1
18-03-90,0,59,45,0
19-03-90,0.07,59,45,1
20-03-90,0.03,58,45,1
21-03-90,0,60,40,0
22-03-90,0.22,50,39,1
23-03-90,0.04,49,38,1
24-03-90,0,56,38,0
25-03-90,0,61,41,0
26-03-90,0,61,34,0
27-03-90,0,62,36,0
28-03-90,0,67,37,0
29-03-90,0,60,39,0
30-03-90,0,49,41,0
31-03-90,0,58,45,0
01-04-90,0,60,42,0
02-04-90,0,59,47,0
03-04-90,0,63,40,0
04-04-90,0,65,43,0
05-04-90,0,66,40,0
06-04-90,0,65,40,0
07-04-90,0,56,41,0
08-04-90,0,55,40,0
09-04-90,0,57,41,0
10-04-90,0,70,41,0
11-04-90,0.17,62,49,1
12-04-90,0,59,44,0
13-04-90,0.36,54,47,1
14-04-90,0.05,62,51,1
15-04-90,0,73,47,0
16-04-90,0,77,50,0
17-04-90,0.15,56,47,1
18-04-90,0,59,46,0
19-04-90,0.03,58,48,1
20-04-90,0.13,57,49,1
21-04-90,0,60,47,0
22-04-90,0.48,57,46,1
23-04-90,0.34,53,45,1
24-04-90,0.01,58,44,1
25-04-90,0.28,56,44,1
26-04-90,0,50,43,0
27-04-90,0.29,47,41,1
28-04-90,0.18,59,41,1
29-04-90,0.07,59,44,1
30-04-90,0,65,40,0
01-05-90,0,61,44,0
02-05-90,0.11,62,50,1
03-05-90,0,70,50,0
04-05-90,0,77,48,0
05-05-90,0,75,46,0
06-05-90,0.38,57,40,1
07-05-90,0,57,40,0
08-05-90,0,63,39,0
09-05-90,0,70,45,0
10-05-90,0,59,48,0
11-05-90,0,61,48,0
12-05-90,0,61,48,0
13-05-90,0.05,57,44,1
14-05-90,0.02,57,43,1
15-05-90,0,57,43,0
16-05-90,0,63,46,0
17-05-90,0,61,46,0
18-05-90,0,60,46,0
19-05-90,0.02,64,47,1
20-05-90,0.18,60,48,1
21-05-90,0.08,67,47,1
22-05-90,0,62,49,0
23-05-90,0,55,47,0
24-05-90,0,61,43,0
25-05-90,0,66,45,0
26-05-90,0,67,45,0
27-05-90,0.03,64,52,1
28-05-90,0,69,52,0
29-05-90,0,64,49,0
30-05-90,0.96,70,49,1
31-05-90,0.15,56,48,1
01-06-90,0.06,57,48,1
02-06-90,0.08,67,50,1
03-06-90,1.08,62,48,1
04-06-90,0.06,63,46,1
05-06-90,0,66,49,0
06-06-90,0.57,62,52,1
07-06-90,0,65,49,0
08-06-90,0.14,67,51,1
09-06-90,0.7,59,48,1
10-06-90,0.07,58,46,1
11-06-90,0,64,50,0
12-06-90,0.23,61,50,1
13-06-90,0,67,50,0
14-06-90,0,76,52,0
15-06-90,0,70,51,0
16-06-90,0.01,64,50,1
17-06-90,0,72,50,0
18-06-90,0,73,51,0
19-06-90,0,72,54,0
20-06-90,0,75,58,0
21-06-90,0,84,57,0
22-06-90,0.02,73,55,1
23-06-90,0,68,53,0
24-06-90,0,72,50,0
25-06-90,0,68,50,0
26-06-90,0,71,50,0
27-06-90,0,73,51,0
28-06-90,0.02,73,56,1
29-06-90,0,79,55,0
30-06-90,0.01,72,57,1
01-07-90,0,70,53,0
02-07-90,0.39,63,51,1
03-07-90,0,73,50,0
04-07-90,0,79,57,0
05-07-90,0.17,77,57,1
06-07-90,0.01,73,55,1
07-07-90,0,76,56,0
08-07-90,0,80,57,0
09-07-90,0,81,57,0
10-07-90,0,85,59,0
11-07-90,0,89,62,0
12-07-90,0,87,66,0
13-07-90,0,83,55,0
14-07-90,0,84,57,0
15-07-90,0,88,57,0
16-07-90,0,78,54,0
17-07-90,0,79,51,0
18-07-90,0,82,56,0
19-07-90,0,85,60,0
20-07-90,0,90,59,0
21-07-90,0,94,61,0
22-07-90,0,87,58,0
23-07-90,0,70,57,0
24-07-90,0,67,55,0
25-07-90,0.01,62,56,1
26-07-90,0,66,58,0
27-07-90,0,75,55,0
28-07-90,0,82,55,0
29-07-90,0,91,60,0
30-07-90,0,88,58,0
31-07-90,0,71,58,0
01-08-90,0,71,55,0
02-08-90,0,79,51,0
03-08-90,0,83,60,0
04-08-90,0,92,61,0
05-08-90,0,85,60,0
06-08-90,0,77,55,0
07-08-90,0,83,56,0
08-08-90,0,83,58,0
09-08-90,0,86,55,0
10-08-90,0,90,60,0
11-08-90,0,94,63,0
12-08-90,0,89,60,0
13-08-90,0,77,57,0
14-08-90,0,81,55,0
15-08-90,0,75,56,0
16-08-90,0,77,60,0
17-08-90,0.01,77,58,1
18-08-90,0.08,73,59,1
19-08-90,0.03,72,55,1
20-08-90,0,77,55,0
21-08-90,0.12,65,60,1
22-08-90,0,73,55,0
23-08-90,0,70,50,0
24-08-90,0,70,54,0
25-08-90,0,72,52,0
26-08-90,0,77,50,0
27-08-90,0,77,50,0
28-08-90,0,85,55,0
29-08-90,0.27,65,59,1
30-08-90,0.12,69,59,1
31-08-90,0.08,74,58,1
01-09-90,0.01,70,55,1
02-09-90,0,73,57,0
03-09-90,0,74,55,0
04-09-90,0,81,56,0
05-09-90,0,81,53,0
06-09-90,0,78,54,0
07-09-90,0.01,71,55,1
08-09-90,0,69,60,0
09-09-90,0,72,58,0
10-09-90,0,77,52,0
11-09-90,0,64,51,0
12-09-90,0,66,55,0
13-09-90,0,74,52,0
14-09-90,0,77,54,0
15-09-90,0,64,53,0
16-09-90,0.03,73,55,1
17-09-90,0,73,54,0
18-09-90,0,75,54,0
19-09-90,0,72,53,0
20-09-90,0,73,52,0
21-09-90,0,81,55,0
22-09-90,0,92,57,0
23-09-90,0,70,53,0
24-09-90,0,62,52,0
25-09-90,0,70,55,0
26-09-90,0,67,53,0
27-09-90,0,73,56,0
28-09-90,0,75,50,0
29-09-90,0,69,51,0
30-09-90,0,70,46,0
01-10-90,0.02,67,47,1
02-10-90,0.16,60,45,1
03-10-90,0.13,61,48,1
04-10-90,0.64,64,48,1
05-10-90,0,58,47,0
06-10-90,0.14,57,40,1
07-10-90,0,59,38,0
08-10-90,0,63,42,0
09-10-90,0.05,59,44,1
10-10-90,0,60,44,0
11-10-90,0.28,54,38,1
12-10-90,0.03,55,48,1
13-10-90,0,60,47,0
14-10-90,0.77,51,46,1
15-10-90,0.39,52,47,1
16-10-90,0.05,56,44,1
17-10-90,0.29,53,43,1
18-10-90,0.15,57,45,1
19-10-90,0,55,40,0
20-10-90,0.09,55,40,1
21-10-90,0.69,54,46,1
22-10-90,0,55,41,0
23-10-90,0,59,42,0
24-10-90,0,65,45,0
25-10-90,0.14,64,49,1
26-10-90,0,63,47,0
27-10-90,0.19,66,45,1
28-10-90,0.14,58,43,1
29-10-90,0.24,58,41,1
30-10-90,0.16,52,48,1
31-10-90,1.04,52,42,1
01-11-90,0,53,38,0
02-11-90,0.01,49,36,1
03-11-90,0.12,53,43,1
04-11-90,0.02,57,45,1
05-11-90,0,51,41,0
06-11-90,0,50,38,0
07-11-90,0.15,53,44,1
08-11-90,0.21,55,48,1
09-11-90,2.95,56,53,1
10-11-90,0.35,60,54,1
11-11-90,0,65,51,0
12-11-90,0.62,56,44,1
13-11-90,0.71,54,41,1
14-11-90,0.12,51,40,1
15-11-90,0,53,43,0
16-11-90,0,54,37,0
17-11-90,0.34,50,37,1
18-11-90,0,43,30,0
19-11-90,0.02,45,36,1
20-11-90,0,44,39,0
21-11-90,0.42,53,40,1
22-11-90,0.28,53,49,1
23-11-90,0.8,54,51,1
24-11-90,2.93,55,47,1
25-11-90,0,47,37,0
26-11-90,0.1,45,33,1
27-11-90,0,48,37,0
28-11-90,0,49,38,0
29-11-90,0.28,51,38,1
30-11-90,0.28,43,33,1
01-12-90,0.33,45,36,1
02-12-90,0.05,45,35,1
03-12-90,0.16,53,43,1
04-12-90,0.82,52,41,1
05-12-90,0,48,40,0
06-12-90,0,50,35,0
07-12-90,0,45,32,0
08-12-90,0.54,49,43,1
09-12-90,0.24,50,45,1
10-12-90,0.21,47,40,1
11-12-90,0.09,43,38,1
12-12-90,0.01,41,36,1
13-12-90,0,43,34,0
14-12-90,0.02,47,37,1
15-12-90,0.22,45,34,1
16-12-90,0.11,41,34,1
17-12-90,0,49,39,0
18-12-90,0.45,41,21,1
19-12-90,0,24,17,0
20-12-90,0,21,14,0
21-12-90,0,20,12,0
22-12-90,0,26,15,0
23-12-90,0,30,18,0
24-12-90,0,31,24,0
25-12-90,0.13,36,29,1
26-12-90,0,40,34,0
27-12-90,0.15,43,33,1
28-12-90,0.05,33,12,1
29-12-90,0,22,12,0
30-12-90,0.03,39,20,1
31-12-90,0.02,44,39,1
01-01-91,0.01,44,40,1
02-01-91,0,47,33,0
03-01-91,0,44,31,0
04-01-91,0,40,28,0
05-01-91,0,37,26,0
06-01-91,0.09,37,30,1
07-01-91,0.5,44,33,1
08-01-91,0.35,44,39,1
09-01-91,0.35,42,39,1
10-01-91,0.31,47,40,1
11-01-91,0.73,51,46,1
12-01-91,0.94,53,48,1
13-01-91,0.28,51,47,1
14-01-91,0.22,51,46,1
15-01-91,0,48,41,0
16-01-91,0,46,42,0
17-01-91,0.06,52,45,1
18-01-91,0,53,40,0
19-01-91,0,45,33,0
20-01-91,0,46,31,0
21-01-91,0,47,27,0
22-01-91,0,39,28,0
23-01-91,0,40,34,0
24-01-91,0,45,32,0
25-01-91,0,46,29,0
26-01-91,0,45,27,0
27-01-91,0.04,37,26,1
28-01-91,0,44,30,0
29-01-91,0,40,26,0
30-01-91,0,42,29,0
31-01-91,0.58,48,36,1
01-02-91,0.24,57,45,1
02-02-91,0.5,57,46,1
03-02-91,0.55,54,45,1
04-02-91,0.68,58,49,1
05-02-91,0,51,36,0
06-02-91,0,56,32,0
07-02-91,0,57,44,0
08-02-91,0,62,41,0
09-02-91,0,46,39,0
10-02-91,0,49,37,0
11-02-91,0.1,52,40,1
12-02-91,0.23,49,46,1
13-02-91,0.38,53,45,1
14-02-91,0.07,63,51,1
15-02-91,0.15,54,47,1
16-02-91,0.02,49,42,1
17-02-91,0.01,49,38,1
18-02-91,0.18,51,39,1
19-02-91,1.58,51,46,1
20-02-91,0,51,40,0
21-02-91,0,53,36,0
22-02-91,0,51,36,0
23-02-91,0,52,35,0
24-02-91,0,55,35,0
25-02-91,0,63,40,0
26-02-91,0,66,38,0
27-02-91,0,63,36,0
28-02-91,0,59,36,0
01-03-91,0.55,42,35,1
